Subject;Party;RevAOTE;CRT_ACC;Conspiracist_Ideation;Paranormal_Belief;MV_Traditional;MV_CareFairness;Social_Conserv;Fiscal_Conserv;FreeMarketIdeology;ConservativeOpinions;Science_Overall;Religious_Belief;GodType;Theism;PolCat;Conservatism;IdeologicalStrength;DemRep_C;MV_Rationality;Random;P.Abortion;P.GayMarriage;P.Military;P.CapitalPunishment;P.MenFeminism;P.PoliceAuthority;P.War;P.ControlSpeakers;P.MenSexism;P.MicroAggressions;GovTrust;P.GlobalWarming;P.BigBang;P.Evolution;P.OldEarth;P.StemCell;P.Vaccines;P.TechProblems;P.ModernMedicine;P.IQHeritable;P.Detox;P.Genes;P.GM_Health;P.NuclearPower;TrustScien;Education.0;ResponseID;ResponseSet;Name;ExternalDataReference;Email;Status;StartDate;EndDate;Finished;age;gender;hhi;ethnicity;hispanic;education;political_party;region;confirmCode;Order;Consent;AOT2;AOT2_1;AOT2_2;AOT2_3;AOT2_4;AOT2_5;AOT2_6;AOT2_7;AOT2_8;AOT_RT_1;AOT_RT_2;AOT_RT_3;AOT_RT_4;CI;CI_1;CI_2;CI_3;CI_4;CI_5;CI_6;CI_7;CI_8;CI_9;CI_10;CI_11;CI_12;CI_13;CI_14;CI_15;CI_RT_1;CI_RT_2;CI_RT_3;CI_RT_4;PB;PB_1;PB_2;PB_3;PB_4;PB_5;PB_6;PB_7;PB_8;PB_9;PB_10;PB_11;PB_12;PB_13;PB_14;PB_15;PB_16;PB_17;PB_18;PB_19;PB_20;PB_21;PB_22;PB_RT_1;PB_RT_2;PB_RT_3;PB_RT_4;Moral;Kindness;Purity;Autonomy;Helfpulnes;RespectAut;Fairness;AvoidHarm;Rights;Patriotism;RespectTra;Knowledge;Facts;Empiricism;Irrational;Ignorance;Moral_RT_1;Moral_RT_2;Moral_RT_3;Moral_RT_4;Sci;Evolution;GlobalWarm;TechProble;GM_Health;BigBang;Vaccines;OldEarth;ModMedicin;StemCell;IQHeritable;Detox;NuclearPower;Genes;Sci_RT_1;Sci_RT_2;Sci_RT_3;Sci_RT_4;Politic;Abortion;GayMarriag;War;CapitalPun;Military;PoliceAuth;Microaggre;ControSpea;MenSexism;MenFeminis;FMI_1;FMI_2;FMI_3;FMI_4;FMI_5;Politic_RT_1;Politic_RT_2;Politic_RT_3;Politic_RT_4;Rb_1;Rb_2;Rb_3;Rb_4;Rb_5;Rb_6;Rb_7;Rb_8;Rb_9;CRTInst;CRT1_1;CRT1_2;CRT1_3;CRT3_1;CRT3_2;CRT3_3;Age.0;English;Income;Ethnicity_1;Ethnicity_2;Ethnicity_3;Ethnicity_4;Ethnicity_5;Ethnicity_6;Ethnicity_6_TEXT;Ethnicity_8;Social_Conservatism;Fiscal_Conservatism;Party_TEXT;POTUS2016;Trump_favorability_1;Trump_2020;Gender.0;Gender_2;Gender_TEXT;LocationLatitude;LocationLongitude;LocationAccuracy;AOT2b_1;AOT2b_2;AOT2b_3;AOT2b_4;AOT2b_5;AOT2b_6;AOT2b_7;AOT2b_8;P.AOT2_1;P.AOT2_2;P.AOT2_3;P.AOT2_4;P.AOT2_5;P.AOT2_6;P.AOT2_7;P.AOT2_8;P.CI_1;P.CI_2;P.CI_3;P.CI_4;P.CI_5;P.CI_6;P.CI_7;P.CI_8;P.CI_9;P.CI_10;P.CI_11;P.CI_12;P.CI_13;P.CI_14;P.CI_15;P.PB_1;P.PB_2;P.PB_3;P.PB_4;P.PB_5;P.PB_6;P.PB_7;P.PB_8;P.PB_9;P.PB_10;P.PB_11;P.PB_12;P.PB_13;P.PB_14;P.PB_15;P.PB_16;P.PB_17;P.PB_18;P.PB_19;P.PB_20;P.PB_21;P.PB_22;P.Kindness;P.Purity;P.Autonomy;P.Helpfulness;P.RespectAuthority;P.Fairness;P.AvoidHarm;P.Rights;P.Patriotism;P.RespectTradition;P.Knowledge;P.Facts;P.Empiricism;P.Irrational;P.Ignorance;TechProblems;GM_Health2;Vaccines2;Detox2;PI.Abortion;PI.GayMarriage;PI.MicroAggressions;PI.ControlSpeakers;PI.MenFeminism;FMIb_1;FMIb_2;FMIb_3;FMIb_4;FMIb_5;P.FMI_1;P.FMI_2;P.FMI_3;P.FMI_4;P.FMI_5;P.Rb_1;P.Rb_2;P.Rb_3;P.Rb_4;P.Rb_5;P.Rb_6;P.Rb_7;P.Rb_8;P.Rb_9;CRT_ACC_1;CRT_ACC_2;CRT_ACC_3;CRT_ACC_4;CRT_ACC_5;CRT_ACC_6;AOT_split;DemRep;RepDem;ZConservativeOpinions;ZRevAOTE;ZCRT_ACC;ZDemRep_C;AOTxCRT;AOTxDemRep;DemRepxCRT;AOTxDemRepxCRT;ZConspiracist_Ideation;ConspxDemRep;AOTxDemRepxConsp;Hisp;White;Black;ZConservatism;AOTxConserv;College;CollegeDegree
684;3;40;.5;70;21.2121212121212;80;90;50;50;56.6666666666667;43.3333333333333;64.1025641025641;64.8148148148148;3;1;4;50;0; ;92;2;0;100;16.6666666666667;83.3333333333333;16.6666666666667;50;50;0;100;16.6666666666667;6;100;83.3333333333333;16.6666666666667;100;83.3333333333333;100;50;83.3333333333333;0;16.6666666666667;100;33.3333333333333;66.6666666666667;4;3;R_2zYDlvGt736NmvJ;Default Response Set;Anonymous; ; ;0;5/9/2019;5/9/2019;1;63;1;3;1;1;4;4;3;693244;1;1;1;5;4;6;6;6;5;5;5;6.278;58.821;60.215;8;1;4;4;4;4;4;4;1;4;4;4;4;4;4;4;4;22.04;78.623;80.881;15;1;1;5;1;1;4;1;1;6;1;1;7;1;1;1;1;1;4;1;1;5;1;4;38.208;178.608;180.46;23;1;5;6;5;6;5;6;6;5;4;5;6;5;6;5;6;50.998;112.335;140.53;15;1;2;7;4;5;6;1;7;6;6;1;6;5;7;44.256;131.256;132.854;15;1;7;1;4;6;2;4;6;7;7;6;5;6;7;6;2;79.329;233.392;234.778;19;1;7;1;7;6;7;1;7;7;1;8;1;20;2;8;3;63;1;3;1; ; ; ; ; ; ; ;3;3; ;5;0;4;1;1; ;34.196197509766;-101.72589874268;-1;5;4;1;1;1;2;5;5;80;60;0;0;0;20;80;80;75;75;75;75;75;75;0;75;75;75;75;75;75;75;75;0;66.6666666666667;0;0;50;0;0;83.3333333333333;0;0;100;0;0;0;0;0;50;0;0;66.6666666666667;0;50;80;100;80;100;80;100;100;80;60;80;100;80;100;80;100;4;3;7;2;1;7;2;1;2;5;2;7;2;6;66.6666666666667;16.6666666666667;100;16.6666666666667;83.3333333333333;0;100;0;100;83.3333333333333;100;0;100;100;0;0;0;1;1;1;1; ; ;-.800881439770141;-1.66229628624877;1.03043720251224; ;-1.71289193494868; ; ; ;.784013875732061; ; ;0;1;0;.041999467304118;-.0698155585240622;2;1
685;3;52.5;.666666666666667;48.3333333333333;26.5151515151515;70;80;50;50;40;53.3333333333333;79.4871794871795;98.1481481481482;1;1;4;50;0;3;68;2;66.6666666666667;0;66.6666666666667;83.3333333333333;33.3333333333333;33.3333333333333;83.3333333333333;83.3333333333333;33.3333333333333;50;3;100;83.3333333333333;83.3333333333333;100;83.3333333333333;100;33.3333333333333;83.3333333333333;33.3333333333333;66.6666666666667;83.3333333333333;100;83.3333333333333;2;3;R_3qVTPA7woV1UuTf;Default Response Set;Anonymous; ; ;0;5/9/2019;5/9/2019;1;79;1;2;1;1;3;3;2;671752;2;1;1;6;6;6;6;5;6;6;6;5.059;78.8;80.422;8;1;2;2;2;4;2;4;2;4;4;2;2;4;2;4;4;6.871;145.689;148.292;16;1;3;3;1;3;2;1;3;5;1;5;2;1;3;1;1;2;5;2;3;5;3;2;19.643;150.793;154.012;23;1;5;3;5;5;5;5;5;5;5;5;4;4;5;4;5;9.31;116.525;118.163;15;1;6;7;5;1;6;1;7;6;6;3;3;6;6;5.982;99.947;102.725;14;1;3;7;6;6;5;3;4;2;3;5;6;5;3;5;6;13.957;165.268;168.738;18;7;7;7;6;7;7;7;7;7;1;8;10;10;2;8;3;79;1;2;1; ; ; ; ; ; ; ;3;3; ;1;0;1;1;1; ;40.304397583008;-86.468902587891;-1;6;6;1;1;2;1;6;6;100;100;0;0;20;0;100;100;25;25;25;75;25;75;25;75;75;25;25;75;25;75;75;33.3333333333333;33.3333333333333;0;33.3333333333333;16.6666666666667;0;33.3333333333333;66.6666666666667;0;66.6666666666667;16.6666666666667;0;33.3333333333333;0;0;16.6666666666667;66.6666666666667;16.6666666666667;33.3333333333333;66.6666666666667;33.3333333333333;16.6666666666667;80;40;80;80;80;80;80;80;80;80;60;60;80;60;80;3;7;7;5;5;1;4;6;3;6;3;3;3;2;83.3333333333333;33.3333333333333;33.3333333333333;33.3333333333333;16.6666666666667;100;100;100;83.3333333333333;100;100;100;100;100;0;1;0;1;1;1;1;1;2;.00723880100574673;.185802403144123;1.69809625383148;-.2075126690235;.315510364731922;-.0385563525874174;-.352376485891377;-.0654723978900991;-.206972160601163;.0429493454599079;.00798009159991803;0;1;0;.041999467304118;.00780360195587816;2;1
686;3;50;0;50;50;100;100;50;50;50;50;50;77.7777777777778;1;1;4;50;0;1;100;2;50;50;50;50;50;50;50;50;50;50;4;50;50;50;50;50;50;50;50;50;50;50;50;50;3;2;R_1pFgqnAdYjrIrjE;Default Response Set;Anonymous; ; ;0;5/9/2019;5/9/2019;1;20;1;9;1;1;2;4;1;246324;2;1;1;6;6;6;6;6;6;6;6;2.706;8.321;8.741;9;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2.221;29.671;30.744;21;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1.743;15.463;16.373;24;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;3.159;12.175;13.157;17;1;4;4;4;4;4;4;4;4;4;4;4;4;4;1.195;22.991;24.066;17;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1.287;13.474;14.803;17;7;7;4;7;7;4;4;4;7;1;8;50;20;1;7;1;20;1;6;1; ; ; ; ; ; ; ;3;3; ;6;0;1;1;1; ;40.695007324219;-73.791000366211;-1;6;6;1;1;1;1;6;6;100;100;0;0;0;0;100;100;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;4;4;4;4;4;4;4;4;4;4;4;4;4;4;50;50;50;50;50;100;100;50;100;100;50;50;50;100;0;0;0;0;0;0;1;1;2;-.262134612586216;-.183817334734456;-.972539951445464;-1.5370006163266;.178769701797483;.282527356778372;1.49479450477392;-.274769141843253;-.130742465498608;.200951250051419;-.0369383231960091;0;1;0;.041999467304118;-.00772023014010991;1;1
687;3;55;.166666666666667;70;31.0606060606061;65;80;50;50;36.6666666666667;41.6666666666667;65.3846153846154;83.3333333333333;1;1;4;50;0;3;64;2;50;16.6666666666667;16.6666666666667;66.6666666666667;50;33.3333333333333;33.3333333333333;50;66.6666666666667;33.3333333333333;3;100;50;83.3333333333333;100;83.3333333333333;66.6666666666667;83.3333333333333;83.3333333333333;66.6666666666667;16.6666666666667;83.3333333333333;16.6666666666667;16.6666666666667;5;2;R_3Ddq54dk9m2IDLu;Default Response Set;Anonymous; ; ;0;5/9/2019;5/9/2019;1;57;1;7;1;1;2;4;3;657501;1;1;1;5;5;4;5;5;3;5;4;22.521;99.246;100.849;14;1;4;3;4;5;5;4;2;3;3;4;3;4;4;4;5;13.174;149.874;150.758;24;1;3;2;2;3;2;3;4;2;2;2;3;2;3;2;4;4;5;4;3;2;2;4;7.134;99.46;100.835;33;1;6;4;4;5;5; ;5;5;4;4;5;4;4;4;4;19.236;170.259;175.928;25;1;6;7;2;6;4;3;7;6;6;5;6;2;6;6.815;137.023;138.329;23;1;4;6;3;5;2;3;5;4;5;4;3;5;2;5;3;7.4;168.03;174.553;29;6;7;6;7;6;2;7;6;7;1;10;50;20;2;6;1;57;1;5;1; ; ; ; ; ; ; ;3;3; ;1;0;1;1;1; ;30.641098022461;-97.751098632812;-1;5;5;3;2;2;4;5;4;80;80;40;20;20;60;80;60;75;50;75;100;100;75;25;50;50;75;50;75;75;75;100;33.3333333333333;16.6666666666667;16.6666666666667;33.3333333333333;16.6666666666667;33.3333333333333;50;16.6666666666667;16.6666666666667;16.6666666666667;33.3333333333333;16.6666666666667;33.3333333333333;16.6666666666667;50;50;66.6666666666667;50;33.3333333333333;16.6666666666667;16.6666666666667;50;100;60;60;80;80; ;80;80;60;60;80;60;60;60;60;6;2;5;2;4;2;3;4;4;3;3;2;3;5;33.3333333333333;33.3333333333333;16.6666666666667;33.3333333333333;66.6666666666667;83.3333333333333;100;83.3333333333333;100;83.3333333333333;16.6666666666667;100;83.3333333333333;100;0;0;0;1;0;0;1;1;2;-.935568146566122;.555422141022703;-.304880900126228;-.2075126690235;-.169337602305039;-.115257130918368;.0632666493194808;.0351396978203585;.784013875732061;-.162692811904619;-.0903631899170673;0;1;0;.041999467304118;.0233274340518662;1;1
688;3;57.5;.5;73.3333333333333;21.969696969697;55;76.6666666666667;50;50;40;35;62.8205128205128;74.0740740740741;3;1;4;50;0;4;32;2;33.3333333333333;0;16.6666666666667;66.6666666666667;50;50;16.6666666666667;50;16.6666666666667;50;2;100;83.3333333333333;83.3333333333333;100;66.6666666666667;100;66.6666666666667;83.3333333333333;33.3333333333333;16.6666666666667;16.6666666666667;33.3333333333333;33.3333333333333;4;1;R_2pLwxEYu3ermX5p;Default Response Set;Anonymous; ; ;0;5/9/2019;5/9/2019;1;18;1;13;1;1;2;4;3;867619;2;1;1;6;5;4;6;6;2;4;6;11.041;58.244;59.198;21;1;5;2;4;3;2;4;4;5;5;2;4;5;4;5;5;2.242;112.744;113.723;58;1;1;1;1;1;4;5;1;2;1;1;1;1;1;1;5;4;6;3;1;1;5;4;6.083;109.253;110.339;80;1;6;4;1;6;4;6;5;5;4;3;5;3;1;3;1;8.165;140.356;141.116;54;1;6;7;3;5;6;1;7;6;5;3;6;3;2;1.727;84.424;85.358;50;1;5;7;2;5;2;4;4;4;2;4;2;5;3;4;3;39.943;160.315;161.39;60;6;6;6;5;5;5;4;6;6;1;8;50;20;2;8;3;18;1;8;1; ; ; ; ; ; ; ;3;3; ;4; ;1;1;1; ;33.075698852539;-96.782699584961;-1;6;5;3;1;1;5;4;6;100;80;40;0;0;80;60;100;100;25;75;50;25;75;75;100;100;25;75;100;75;100;100;0;0;0;0;50;66.6666666666667;0;16.6666666666667;0;0;0;0;0;0;66.6666666666667;50;83.3333333333333;33.3333333333333;0;0;66.6666666666667;50;100;60;0;100;60;100;80;80;60;40;80;40;0;40;0;5;3;7;2;3;1;4;4;4;2;3;3;4;5;16.6666666666667;33.3333333333333;33.3333333333333;50;66.6666666666667;83.3333333333333;83.3333333333333;83.3333333333333;66.6666666666667;66.6666666666667;66.6666666666667;50;83.3333333333333;83.3333333333333;0;0;0;1;1;1;1;2;1;-1.47431497375005;.925041878901283;1.03043720251224;.45723130462805;.953197565901707;.422958105125616;.471148146441951;.435831766625519;.936473265937173;.428184893133745;.396088958061584;0;1;0;.041999467304118;.0388512661478543;1;1
689;3;35;.166666666666667;26.6666666666667;46.969696969697;100;100;50;50;56.6666666666667;41.6666666666667;73.0769230769231;87.037037037037;1;1;4;50;0;4;76;2;66.6666666666667;100;16.6666666666667;16.6666666666667;16.6666666666667;50;50;16.6666666666667;66.6666666666667;16.6666666666667;6;100;66.6666666666667;66.6666666666667;66.6666666666667;50;50;100;66.6666666666667;50;50;100;100;83.3333333333333;5;3;R_1AMHTe3KyxQAnqV;Default Response Set;Anonymous; ; ;0;5/9/2019;5/9/2019;1;63;1;1;1;1;4;7;4;796026;2;1;1;1;1;4;6;6;2;5;5;29.991;150.067;151.595;30;1;1;1;3;5;1;5;1;1;1;5;1;3;1;1;1;20.899;277.411;278.748;65;1;4;1;1;7;1;2;7;1;1;7;4;2;7;1;1;7;7;4;7;1;4;7;15.202;246.122;247.642;84;1;6;6;6;6;6;6;6;6;6;6;6;6;6;3;3;37.5;229.632;231.085;59;1;5;7;1;1;5;4;5;5;4;4;4;6;7;11.913;182.594;184.689;62;1;3;1;4;2;2;4;6;6;5;6;6;2;2;6;2;13.024;315.02;317.27;125;7;7;7;7;7;1;7;6;7;1;8;50;20;1;7;3;63;1;1; ;1; ; ; ; ; ; ;3;3; ;6;100;4;1;1; ;34.714797973633;-117.87559509277;-1;1;1;3;1;1;5;5;5;0;0;40;0;0;80;80;80;0;0;50;100;0;100;0;0;0;100;0;50;0;0;0;50;0;0;100;0;16.6666666666667;100;0;0;100;50;16.6666666666667;100;0;0;100;100;50;100;0;50;100;100;100;100;100;100;100;100;100;100;100;100;100;100;40;40;7;7;4;4;5;7;2;2;2;6;6;2;2;6;83.3333333333333;83.3333333333333;16.6666666666667;16.6666666666667;83.3333333333333;100;100;100;100;100;0;100;83.3333333333333;100;0;0;0;0;0;1;1;2;1;-.935568146566122;-2.40153576200593;-.304880900126228;.45723130462805;.732182384805696;-1.09805732957289;-.13940109172089;.334776707030386;-1.19795819693439;-.547743989274177;1.31542677866573;0;1;0;.041999467304118;-.100863222716038;2;1
690;3;42.5;.333333333333333;71.6666666666667;10.6060606060606;100;100;50;50;56.6666666666667;63.3333333333333;16.6666666666667;100;1;1;4;50;0;4;100;2;100;100;0;83.3333333333333;100;100;100;0;0;50;1;0;0;0;0;100;0;0;83.3333333333333;0;0;0;0;33.3333333333333;1;1;R_tPRQtnbXaEiCW2d;Default Response Set;Anonymous; ; ;0;5/9/2019;5/9/2019;1;57;1;10;1;1;2;4;3;183285;2;1;1;4;2;6;1;5;1;3;1;1.777;73.675;74.641;38;1;5;5;5;4;4;4;1;1;1;4;5;5;5;4;5;2.538;108.4;109.144;65;1;1;1;1;6;1;1;1;1;1;6;1;1;1;1;1;1;1;1;1;1;1;5;4.897;116.089;116.847;83;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1.638;76.849;77.906;57;1;1;1;7;7;1;7;1;6;7;1;7;3;1;6.635;93.248;94.06;57;1;1;1;7;6;1;7;4;7;1;1;5;4;5;3;5;6.036;173.768;175.162;80;7;7;7;7;7;7;7;7;7;1;8;10;160;1;8;1;58;1;6;1; ; ; ; ; ; ; ;3;3; ;5; ;5;1;1; ;33.602600097656;-84.476898193359;-1;4;2;1;6;2;6;3;1;60;20;0;100;20;100;40;0;100;100;100;75;75;75;0;0;0;75;100;100;100;75;100;0;0;0;83.3333333333333;0;0;0;0;0;83.3333333333333;0;0;0;0;0;0;0;0;0;0;0;66.6666666666667;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;1;1;1;1;7;7;4;1;7;5;4;5;5;3;66.6666666666667;50;66.6666666666667;66.6666666666667;33.3333333333333;100;100;100;100;100;100;100;100;100;0;1;0;0;1;0;1;2;1;.815359041781634;-1.2926765483702;.362778151193007;.45723130462805;-.468954808308298;-.591052184673389;.165873527360531;-.2144208188144;.860243570834617;.393330290190605;-.508448841893038;0;1;0;.041999467304118;-.0542917264280741;1;1
691;3;62.5;.333333333333333;63.3333333333333;55.3030303030303;45;80;50;50;50;45;47.4358974358974;51.8518518518518;1;1;4;50;0; ;48;2;50;33.3333333333333;50;50;33.3333333333333;33.3333333333333;50;50;50;50;3;100;50;50;100;66.6666666666667;33.3333333333333;33.3333333333333;50;50;16.6666666666667;33.3333333333333;16.6666666666667;16.6666666666667;4;2;R_3JftfAV1aDjmYg5;Default Response Set;Anonymous; ; ;0;5/9/2019;5/9/2019;1;40;1;7;1;1;2;4;3;136158;2;1;1;5;4;4;3;2;3;4;4;5.532;75.602;76.616;28;1;4;4;4;3;4;3;3;3;3;4;4;4;3;3;4;7.141;92.415;93.109;39;1;4;5;3;5;4;5;4;5;3;6;4;4;4;4;4;4;4;5;4;5;4;5;.316;99.373;100.217;53;1;6;3;3;5;3;6;5;5;2;5;4;4;3;3;3;6.663;121.21;122.618;36;1;4;7;5;6;4;5;7;4;5;4;6;2;3;4.631;84.617;86.04;37;1;4;5;4;4;4;3;4;4;4;5;4;4;4;4;4;11.443;110.847;111.79;44;4;4;4;5;4;4;4;4;4;1;8;50;20;1;8;3;40;1;4;1; ; ; ; ; ; ; ;3;3; ;6;0;1;1;1; ;36.003799438477;-93.204803466797;-1;5;4;3;4;5;4;4;4;80;60;40;60;80;60;60;60;75;75;75;50;75;50;50;50;50;75;75;75;50;50;75;50;66.6666666666667;33.3333333333333;66.6666666666667;50;66.6666666666667;50;66.6666666666667;33.3333333333333;83.3333333333333;50;50;50;50;50;50;50;66.6666666666667;50;66.6666666666667;50;66.6666666666667;100;40;40;80;40;100;80;80;20;80;60;60;40;40;40;3;2;3;2;4;3;4;4;3;4;4;4;4;4;50;50;50;50;50;50;50;50;66.6666666666667;50;50;50;50;50;0;0;0;0;1;1;2; ; ;-.12222741401486;-1.30988738471882;-.040451856412649; ;.052987376403386; ; ; ;.479095095321839; ; ;0;1;0;.041999467304118;-.0550145723865746;1;1
692;3;82.5;.5;26.6666666666667;18.1818181818182;60;100;50;50;80;51.6666666666667;64.1025641025641;88.8888888888889;1;1;4;50;0;3;92;2;100;66.6666666666667;16.6666666666667;100;0;0;0;100;33.3333333333333;100;1;100;0;33.3333333333333;50;100;50;100;100;100;33.3333333333333;33.3333333333333;50;83.3333333333333;3;3;R_1SRPiLaPO11RpId;Default Response Set;Anonymous; ; ;0;5/9/2019;5/9/2019;1;67;1;3;1;1;4;4;2;772007;1;1;1;6;6;1;6;3;1;6;6;7.25;68.69;69.704;23;1;2;3;3;3;3;2;1;1;1;1;1;1;3;1;5;.661;100.398;102.178;44;1;1;1;1;1;4;1;4;7;1;1;4;1;1;1;1;1;4;1;1;7;1;1;2.17;100.451;101.816;53;1;6;2;6;6;4;6;6;6;5;5;6;6;6;4;6;1.776;96.333;97.553;40;1;3;7;1;4;1;4;4;7;7;7;5;6;3;107.103;395.581;397.404;43;1;1;3;1;7;2;1;1;1;3;7;6;1;2;1;1;8.528;148.057;149.845;42;7;7;7;7;7;7;1;7;7;1;8;10;20;1;8;3;67;1;3;1; ; ; ; ; ; ; ;3;3; ;2;85;6;1;1; ;41.902496337891;-87.739303588867;-1;6;6;6;1;4;6;6;6;100;100;100;0;60;100;100;100;25;50;50;50;50;25;0;0;0;0;0;0;50;0;100;0;0;0;0;50;0;50;100;0;0;50;0;0;0;0;0;50;0;0;100;0;0;100;20;100;100;60;100;100;100;80;80;100;100;100;60;100;7;4;4;3;7;5;7;7;1;6;7;2;7;7;83.3333333333333;100;16.6666666666667;100;100;100;100;100;100;100;100;0;100;100;0;1;0;0;1;1;2;1;2;.241495778312026;.484770794435024;.563140804232796;-.0468709376757341;.272994215046711;-.0227216616929801;-.0263949375378581;-.0127954948392903;-1.19795819693439;.0561494239866464;.0272196008730756;0;1;0;.041999467304118;.0203601151308651;2;1
693;3;67.5;.166666666666667;26.6666666666667;6.06060606060606;60;73.3333333333333;50;50;40;71.6666666666667;46.1538461538462;96.2962962962963;1;1;4;50;0;3;72;2;100;100;83.3333333333333;66.6666666666667;66.6666666666667;66.6666666666667;66.6666666666667;83.3333333333333;33.3333333333333;50;3;66.6666666666667;0;0;83.3333333333333;50;50;33.3333333333333;50;33.3333333333333;50;83.3333333333333;50;50;3;2;R_3q871fIhjUHNek5;Default Response Set;Anonymous; ; ;0;5/9/2019;5/9/2019;1;23;1;6;1;1;1;5;3;398507;1;1;1;6;6;5;2;4;5;5;6;24.548;202.58;203.457;46;1;1;1;2;2;2;2;3;1;1;1;2;4;2;4;3;1.484;105.562;107.559;45;1;1;4;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;5;1;1;.827;77.535;78.476;48;1;5;5;4;5;3;5;5;4;3;5;5;6;3;5;4;1.162;92.203;92.772;48;1;1;5;5;4;1;4;6;4;4;3;4;4;6;1.84;257.387;258.384;82;1;1;1;5;5;6;5;4;2;3;3;2;4;4;5;4;1.949;170.35;171.084;68;7;7;7;7;7;7;5;7;7;1;8;50;20;1;7;3;23;1;5;1; ; ; ; ; ; ; ;3;3; ;5;63;4;1;1; ;32.921905517578;-96.621398925781;-1;6;6;2;5;3;2;5;6;100;100;20;80;40;20;80;100;0;0;25;25;25;25;50;0;0;0;25;75;25;75;50;0;50;0;0;0;0;0;16.6666666666667;0;0;0;0;0;0;0;0;0;0;0;66.6666666666667;0;0;80;80;60;80;40;80;80;60;40;80;80;100;40;80;60;3;4;4;4;7;7;4;6;5;2;4;4;3;4;16.6666666666667;50;50;33.3333333333333;50;100;100;100;100;100;100;66.6666666666667;100;100;0;0;0;0;0;1;2;1;2;1.33266535529268;-.861222839930357;-.644044517058094;-.0468709376757341;.554665848022347;.0403663220552945;.0301869704194281;-.0259977083935136;-1.19795819693439;.0561494239866464;-.0483571663862334;0;1;0;.041999467304118;-.0361709005072147;1;1
694;3;75;0;83.3333333333333;45.4545454545454;65;90;50;50;60;58.3333333333333;57.6923076923077;94.4444444444445;1;1;4;50;0;3;48;2;66.6666666666667;50;66.6666666666667;83.3333333333333;50;33.3333333333333;66.6666666666667;100;16.6666666666667;50;3;100;0;16.6666666666667;100;50;50;100;83.3333333333333;66.6666666666667;33.3333333333333;66.6666666666667;16.6666666666667;66.6666666666667;4;3;R_Ab6UDHi0VkLohln;Default Response Set;Anonymous; ; ;0;5/9/2019;5/9/2019;1;37;1;5;1;1;6;3;1;753033;1;1;1;5;5;3;1;4;1;4;5;162.264;217.144;218.165;9;1;5;4;3;5;5;5;3;4;4;4;5;5;4;4;5;24.64;208.76;210.056;17;1;2;5;1;4;1;6;3;5;1;4;1;5;2;1;5;4;6;5;6;5;5;5;11.694;104.468;105.41;23;1;6;5;6;6;4;4;6;5;3;5;4;5;3;3;2;21.207;85.966;87.047;17;1;2;7;1;6;1;4;7;6;4;5;5;5;5;20.96;80.2;81.958;14;1;3;4;5;6;5;3;4;1;2;4;5;5;5;3;3;41.82;290.076;291.081;17;7;7;6;7;7;6;6;7;7;1;8;50;20;1;7;1;37;1;4;1; ; ; ; ; ; ; ;3;3; ;2;30;3;1;1; ;41.210998535156;-80.494400024414;-1;5;5;4;6;3;6;4;5;80;80;60;100;40;100;60;80;100;75;50;100;100;100;50;75;75;75;100;100;75;75;100;16.6666666666667;66.6666666666667;0;50;0;83.3333333333333;33.3333333333333;66.6666666666667;0;50;0;66.6666666666667;16.6666666666667;0;66.6666666666667;50;83.3333333333333;66.6666666666667;83.3333333333333;66.6666666666667;66.6666666666667;66.6666666666667;100;80;100;100;60;60;100;80;40;80;60;80;40;40;20;7;2;4;3;5;4;4;7;4;5;3;5;5;5;66.6666666666667;33.3333333333333;66.6666666666667;66.6666666666667;66.6666666666667;100;100;83.3333333333333;100;100;83.3333333333333;83.3333333333333;100;100;0;0;0;0;0;0;2;1;2;.605218970638911;-.188226022747667;-1.24763717770354;-.0468709376757341;.234837783791261;.00882233018115718;.0584779243980713;-.0110070671279877;1.39385143655251;-.0653311238118849;.0122970175967465;0;1;0;.041999467304118;-.00790539268817479;2;1
